"FDM","0000001","20250425|123458","20250421_2064010_100666_116834","R10_0_USA_M15 Vero Beach","Bertran/Flores","Kirchheimer/Poling","","GEW","https://www.oddsportal.com/tennis/usa/itf-m15-vero-beach-fl-men-doubles/bertran-peter-flores-jesse-kirchheimer-strong-poling-karl-OUTxkaOk/","","","","","","","","","","2.2","1.6","","","","","","",""
"FDM","0000002","20250425|123502","20250421_2064010_118928_118304","R10_0_USA_M15 Vero Beach","Hance/Kennedy","Baker/Fenty","","GEW","https://www.oddsportal.com/tennis/usa/itf-m15-vero-beach-fl-men-doubles/hance-keaton-kennedy-jack-baker-blu-fenty-andrew-ITMomwg2/","","","","","","","","","","3.25","1.28","","","","","","",""
