"FSM","0000015","20241022|121942","20241021_2016004_033161_062180","R04_0_TUN_M15 Monastir","Prechtel","Jones","|K|0.503711|EK|G||OL1|2.11736|EOL1|OL2|2.14928|EOL2|OH1|1|EOH1|OH2|202|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|332.601|332.601|160.011|160.011|AH-3.5|266.635|266.635|160.011|160.011|AH-3|266.635|266.635|172.774|172.774|AH-2.5|237.411|237.411|172.774|172.774|AH-2|237.411|237.411|182.474|182.474|AH-1.5|221.25|221.25|182.474|182.474||AH1.5|191.276|191.276|209.558|209.558|AH2|191.276|191.276|226.998|226.998|AH2.5|178.741|178.741|226.998|226.998|AH3|178.741|178.741|257.946|257.946|AH3.5|163.313|163.313|257.946|257.946|AH4|163.313|163.313|318.584|318.584|AH4.5|145.749|145.749|318.584|318.584|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/tunisia/itf-m15-monastir-43-men/prechtel-sebastian-jones-miles-Obkzh8D5/","","","","","","","","","","1.66","2.09","","","","","","",""
"SM","0000018","20241022|121957","20241021_1941505_038911_011226","R05_2_SUI_Swiss Indoors Basel - Basel","Humbert","Goffin","|K|0.723915|EK|G||OL1|1.529|EOL1|OL2|3.97485|EOL2|OH1|2.0155|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5429|ENAOL1|NAOL2|3.98211|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.441|5.902|1.446|1.922|AH-5|4.441|5.902|1.773|2.356|AH-4|2.837|3.77|2.25|2.991|AH-3.5|2.118|2.815|2.25|2.991|AH-3|2.118|2.815|2.865|3.807|AH-2.5|1.762|2.342|2.865|3.807|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.338|1.773|6.002|7.954|AH3|1.338|1.773|8.435|11.18|AH3.5|1.257|1.666|8.435|11.18|AH4|1.257|1.666|17.464|23.146|AH4.5|1.167|1.547|17.464|23.146|AH5|1.167|1.547|50.396|66.795|AH5.5|1.118|1.482|50.396|66.795||EAH||AHS||K-1.5|2.32043|7|2.01916|7|EK-1.5||K21|4.16637|7|6.74234|1|EK21||K1.5|1.52|7|10.1476|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/atp-basel/humbert-ugo-goffin-david-vXjcpraS/#ah;2;-2.50;2","-2.5","1.66","2.32","1.61","2.17","","","","","1.66","2.32","","","","","","",""
"SM","0000018","20241022|121955","20241021_1941505_038911_011226","R05_2_SUI_Swiss Indoors Basel - Basel","Humbert","Goffin","|K|0.723915|EK|G||OL1|1.529|EOL1|OL2|3.97485|EOL2|OH1|2.0155|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5429|ENAOL1|NAOL2|3.98211|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.441|5.902|1.446|1.922|AH-5|4.441|5.902|1.773|2.356|AH-4|2.837|3.77|2.25|2.991|AH-3.5|2.118|2.815|2.25|2.991|AH-3|2.118|2.815|2.865|3.807|AH-2.5|1.762|2.342|2.865|3.807|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.338|1.773|6.002|7.954|AH3|1.338|1.773|8.435|11.18|AH3.5|1.257|1.666|8.435|11.18|AH4|1.257|1.666|17.464|23.146|AH4.5|1.167|1.547|17.464|23.146|AH5|1.167|1.547|50.396|66.795|AH5.5|1.118|1.482|50.396|66.795||EAH||AHS||K-1.5|2.32043|7|2.01916|7|EK-1.5||K21|4.16637|7|6.74234|1|EK21||K1.5|1.52|7|10.1476|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/atp-basel/humbert-ugo-goffin-david-vXjcpraS/#ah;2;-3.50;2","-3.5","1.93","1.94","1.86","1.84","","","1.97","1.82","1.97","1.94","","","","","","",""
"SM","0000018","20241022|122000","20241021_1941505_038911_011226","R05_2_SUI_Swiss Indoors Basel - Basel","Humbert","Goffin","|K|0.723915|EK|G||OL1|1.529|EOL1|OL2|3.97485|EOL2|OH1|2.0155|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5429|ENAOL1|NAOL2|3.98211|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.441|5.902|1.446|1.922|AH-5|4.441|5.902|1.773|2.356|AH-4|2.837|3.77|2.25|2.991|AH-3.5|2.118|2.815|2.25|2.991|AH-3|2.118|2.815|2.865|3.807|AH-2.5|1.762|2.342|2.865|3.807|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.338|1.773|6.002|7.954|AH3|1.338|1.773|8.435|11.18|AH3.5|1.257|1.666|8.435|11.18|AH4|1.257|1.666|17.464|23.146|AH4.5|1.167|1.547|17.464|23.146|AH5|1.167|1.547|50.396|66.795|AH5.5|1.118|1.482|50.396|66.795||EAH||AHS||K-1.5|2.32043|7|2.01916|7|EK-1.5||K21|4.16637|7|6.74234|1|EK21||K1.5|1.52|7|10.1476|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/atp-basel/humbert-ugo-goffin-david-vXjcpraS/#ah;2;1.50;1","1.5","1.17","5.65","1.14","4.9","","","1.14","5.8","1.17","5.8","","","","","","",""
"SM","0000018","20241022|121958","20241021_1941505_038911_011226","R05_2_SUI_Swiss Indoors Basel - Basel","Humbert","Goffin","|K|0.723915|EK|G||OL1|1.529|EOL1|OL2|3.97485|EOL2|OH1|2.0155|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5429|ENAOL1|NAOL2|3.98211|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.441|5.902|1.446|1.922|AH-5|4.441|5.902|1.773|2.356|AH-4|2.837|3.77|2.25|2.991|AH-3.5|2.118|2.815|2.25|2.991|AH-3|2.118|2.815|2.865|3.807|AH-2.5|1.762|2.342|2.865|3.807|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.338|1.773|6.002|7.954|AH3|1.338|1.773|8.435|11.18|AH3.5|1.257|1.666|8.435|11.18|AH4|1.257|1.666|17.464|23.146|AH4.5|1.167|1.547|17.464|23.146|AH5|1.167|1.547|50.396|66.795|AH5.5|1.118|1.482|50.396|66.795||EAH||AHS||K-1.5|2.32043|7|2.01916|7|EK-1.5||K21|4.16637|7|6.74234|1|EK21||K1.5|1.52|7|10.1476|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/atp-basel/humbert-ugo-goffin-david-vXjcpraS/#ah;2;-1.50;1","-1.5","2.18","1.74","2.08","1.66","","","2.05","1.75","2.18","1.75","","","","","","",""
"SM","0000018","20241022|121946","20241021_1941505_038911_011226","R05_2_SUI_Swiss Indoors Basel - Basel","Humbert","Goffin","|K|0.723915|EK|G||OL1|1.529|EOL1|OL2|3.97485|EOL2|OH1|2.0155|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5429|ENAOL1|NAOL2|3.98211|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.441|5.902|1.446|1.922|AH-5|4.441|5.902|1.773|2.356|AH-4|2.837|3.77|2.25|2.991|AH-3.5|2.118|2.815|2.25|2.991|AH-3|2.118|2.815|2.865|3.807|AH-2.5|1.762|2.342|2.865|3.807|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.338|1.773|6.002|7.954|AH3|1.338|1.773|8.435|11.18|AH3.5|1.257|1.666|8.435|11.18|AH4|1.257|1.666|17.464|23.146|AH4.5|1.167|1.547|17.464|23.146|AH5|1.167|1.547|50.396|66.795|AH5.5|1.118|1.482|50.396|66.795||EAH||AHS||K-1.5|2.32043|7|2.01916|7|EK-1.5||K21|4.16637|7|6.74234|1|EK21||K1.5|1.52|7|10.1476|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/switzerland/atp-basel/humbert-ugo-goffin-david-vXjcpraS/","","1.43","3.04","1.38","2.8","","","1.37","3.1","1.44","3.21","","","","","","",""
