"FDM","0000013","20260226|084640","20260223_2146809_121918_113256","R09_0_TUR_M15 Antalya","Manukyan/Vasilev","Noce/Perfetti","|K|0.294332|EK|G||OL1|3.5768|EOL1|OL2|1.46828|EOL2|OH1|1|EOH1|OH2|142|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000014","20260226|084640","20260223_2146609_126647_116082","R09_0_USA_M15 Naples","Exsted/Tobon","Ciric/Nedev","|K|0.75343|EK|G||OL1|1.37522|EOL1|OL2|4.27112|EOL2|OH1|133|EOH1|OH2|1|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000015","20260226|084640","20260223_2146609_126650_126221","R09_0_USA_M15 Naples","Goncalves/Vance","Maldonado/Stoot","|K|0.592428|EK|G||OL1|1.74746|EOL1|OL2|2.58792|EOL2|OH1|1|EOH1|OH2|4.182|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000016","20260226|084640","20260223_2146609_090340_067585","R09_0_USA_M15 Naples","Jones/Martin","Monzon/Tenti","|K|0.427237|EK|G||OL1|2.4722|EOL1|OL2|1.8095|EOL2|OH1|3.995|EOH1|OH2|175|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
"FDV","0000017","20260226|084640","20260223_1683909_106975_106808","R09_0_ESP_W15 Manacor","Arystanbekova/Liu","Nil Cukurluoglu/Helena Pastuszka","","","-","","","","","","","","","","","","","","","","","",""
"FDV","0000018","20260226|084640","20260223_1683909_106978_083329","R09_0_ESP_W15 Manacor","Chandana/Fernandez Rincon","John-Baptiste/Maloney","|K|0.0001|EK|G||OL1|10500|EOL1|OL2|1.1|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
