"DM","0000031","20250218|082835","20250217_2032404_048539_117355","R04_2_BRA_Rio Open - Rio de Janeiro","Erler/Frantzen","Cabral/Rojer","|K|0.52169|EK|G||OL1|2.0928|EOL1|OL2|2.289|EOL2|OH1|192|EOH1|OH2|210|EOH2|EG|NA||NAOL1|2.17728|ENAOL1|NAOL2|2.3814|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/brazil/atp-rio-de-janeiro-doubles/erler-alexander-frantzen-constantin-cabral-francisco-rojer-jean-julien-jsD3CJOq/","","","","1.85","1.85","","","1.85","1.85","1.88","1.88","","","","","","",""
"DM","0000032","20250218|082838","20250217_2032404_117514_019500","R04_2_BRA_Rio Open - Rio de Janeiro","Barrientos/Jacq","Demoliner/Romboli","|K|0.58655|EK|G||OL1|1.8639|EOL1|OL2|2.4442|EOL2|OH1|171|EOH1|OH2|242|EOH2|EG|NA||NAOL1|1.93914|ENAOL1|NAOL2|2.6015|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/brazil/atp-rio-de-janeiro-doubles/barrientos-nicolas-jacq-gregoire-demoliner-marcelo-romboli-fernando-OroDK0Gk/","","1.97","1.85","1.9","1.8","","","","","1.97","1.85","","","","","","",""
"FSM","0000033","20250218|082847","20250217_2046104_056813_099265","R04_0_AUS_M25 Burnie","Charlton","Marinkov","|K|0.394656|EK|G||OL1|2.57302|EOL1|OL2|1.7762|EOL2|OH1|1|EOH1|OH2|166|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/charlton-joshua-marinkov-pavle-AHh8s9Lb/#ah;2;2.50;2","2.5","1.76","1.98","1.72","2.0","","","","","1.76","2.0","","","","","","",""
"FSM","0000033","20250218|082849","20250217_2046104_056813_099265","R04_0_AUS_M25 Burnie","Charlton","Marinkov","|K|0.394656|EK|G||OL1|2.57302|EOL1|OL2|1.7762|EOL2|OH1|1|EOH1|OH2|166|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/charlton-joshua-marinkov-pavle-AHh8s9Lb/#ah;2;1.50;2","1.5","1.92","1.81","1.91","1.79","","","","","1.92","1.81","","","","","","",""
"FSM","0000033","20250218|082852","20250217_2046104_056813_099265","R04_0_AUS_M25 Burnie","Charlton","Marinkov","|K|0.394656|EK|G||OL1|2.57302|EOL1|OL2|1.7762|EOL2|OH1|1|EOH1|OH2|166|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/charlton-joshua-marinkov-pavle-AHh8s9Lb/#ah;2;1.50;1","1.5","1.48","2.51","1.47","2.5","","","","","1.48","2.51","","","","","","",""
"FSM","0000033","20250218|082850","20250217_2046104_056813_099265","R04_0_AUS_M25 Burnie","Charlton","Marinkov","|K|0.394656|EK|G||OL1|2.57302|EOL1|OL2|1.7762|EOL2|OH1|1|EOH1|OH2|166|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/charlton-joshua-marinkov-pavle-AHh8s9Lb/#ah;2;-1.50;1","-1.5","3.38","1.29","3.3","1.28","","","","","3.38","1.29","","","","","","",""
"FSM","0000033","20250218|082842","20250217_2046104_056813_099265","R04_0_AUS_M25 Burnie","Charlton","Marinkov","|K|0.394656|EK|G||OL1|2.57302|EOL1|OL2|1.7762|EOL2|OH1|1|EOH1|OH2|166|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/charlton-joshua-marinkov-pavle-AHh8s9Lb/","","2.12","1.66","2.15","1.62","","","2.12","1.66","2.15","1.66","","","","","","",""
"FSM","0000034","20250218|082901","20250217_2046104_056639_030210","R04_0_AUS_M25 Burnie","Court","Klintcharov","|K|0.293394|EK|G||OL1|3.45433|EOL1|OL2|1.5194|EOL2|OH1|1|EOH1|OH2|142|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/court-jayden-klintcharov-alexander-zJzsNvzp/#ah;2;4.50;2","4.5","1.74","2.0","1.72","2.0","","","","","1.74","2.0","","","","","","",""
"FSM","0000034","20250218|082903","20250217_2046104_056639_030210","R04_0_AUS_M25 Burnie","Court","Klintcharov","|K|0.293394|EK|G||OL1|3.45433|EOL1|OL2|1.5194|EOL2|OH1|1|EOH1|OH2|142|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/court-jayden-klintcharov-alexander-zJzsNvzp/#ah;2;3.50;2","3.5","2.1","1.68","2.07","1.67","","","","","2.1","1.68","","","","","","",""
"FSM","0000034","20250218|082906","20250217_2046104_056639_030210","R04_0_AUS_M25 Burnie","Court","Klintcharov","|K|0.293394|EK|G||OL1|3.45433|EOL1|OL2|1.5194|EOL2|OH1|1|EOH1|OH2|142|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/court-jayden-klintcharov-alexander-zJzsNvzp/#ah;2;1.50;1","1.5","1.92","1.81","1.9","1.8","","","","","1.92","1.81","","","","","","",""
"FSM","0000034","20250218|082905","20250217_2046104_056639_030210","R04_0_AUS_M25 Burnie","Court","Klintcharov","|K|0.293394|EK|G||OL1|3.45433|EOL1|OL2|1.5194|EOL2|OH1|1|EOH1|OH2|142|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/court-jayden-klintcharov-alexander-zJzsNvzp/#ah;2;-1.50;1","-1.5","5.37","1.13","5.35","1.12","","","","","5.37","1.13","","","","","","",""
"FSM","0000034","20250218|082856","20250217_2046104_056639_030210","R04_0_AUS_M25 Burnie","Court","Klintcharov","|K|0.293394|EK|G||OL1|3.45433|EOL1|OL2|1.5194|EOL2|OH1|1|EOH1|OH2|142|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/australia/itf-m25-burnie-men/court-jayden-klintcharov-alexander-zJzsNvzp/","","3.04","1.34","3.0","1.34","","","3.0","1.34","3.04","1.34","","","","","","",""
