"FDM","0000007","20250701|143354","20250630_2081204_120931_120932","R04_0_USA_M15 Los Angeles","Crabel/Strode","Beckles/Leather","","GEW","https://www.oddsportal.com/tennis/usa/itf-m15-los-angeles-ca-men-doubles/crabel-andrei-strode-isaiah-beckles-dillon-leather-joe-x8rsZb2M/","","","","","","","","","","","","","","","","","",""
"FDV","0000008","20250701|143357","20250630_1632504_102181_102182","R04_0_USA_W15 Los Angeles","Ahn/Nordikyan","Narendran/Zhytelna","","GEW","https://www.oddsportal.com/tennis/usa/itf-w15-los-angeles-ca-women-doubles/ahn-alyssa-nordikyan-kristina-narendran-tanvi-zhytelna-yulia-nwzxUCKP/","","","","","","","","","","1.34","3.23","","","","","","",""
"FDV","0000009","20250701|143400","20250630_1632504_102177_094716","R04_0_USA_W15 Los Angeles","Cadar/Katsumi","Daughters/Kosan","|K|0.897565|EK|G||OL1|1.15136|EOL1|OL2|10.3074|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/usa/itf-w15-los-angeles-ca-women-doubles/cadar-elena-teodora-katsumi-nanari-daughters-patsy-kosan-klara-W4KPEzGE/","","","","","","","","","","1.11","6.0","","","","","","",""
"FDV","0000010","20250701|143403","20250630_1632504_102189_102190","R04_0_USA_W15 Los Angeles","Castillo Meza/Ostrzygalo","Collins/Sahdiieva","|K|0.0001|EK|G||OL1|10550|EOL1|OL2|1.1|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/usa/itf-w15-los-angeles-ca-women-doubles/castillo-meza-midori-ostrzygalo-martyna-collins-kylie-sahdiieva-anita-KAKH9NHD/","","","","","","","","","","3.23","1.34","","","","","","",""
"FSM","0000011","20250701|143415","20250630_2080704_099316_046474","R04_0_CAN_M25 Laval","Arseneault","Ayeni","|K|0.423892|EK|G||OL1|2.39068|EOL1|OL2|1.8618|EOL2|OH1|1|EOH1|OH2|174|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/arseneault-nicolas-ayeni-alafia-ldDM0JFa/#ah;2;2.50;2","2.5","1.72","2.04","","","","","","","1.72","2.04","","","","","","",""
"FSM","0000011","20250701|143414","20250630_2080704_099316_046474","R04_0_CAN_M25 Laval","Arseneault","Ayeni","|K|0.423892|EK|G||OL1|2.39068|EOL1|OL2|1.8618|EOL2|OH1|1|EOH1|OH2|174|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/arseneault-nicolas-ayeni-alafia-ldDM0JFa/#ah;2;1.50;2","1.5","1.85","1.88","","","","","","","1.85","1.88","","","","","","",""
"FSM","0000011","20250701|143418","20250630_2080704_099316_046474","R04_0_CAN_M25 Laval","Arseneault","Ayeni","|K|0.423892|EK|G||OL1|2.39068|EOL1|OL2|1.8618|EOL2|OH1|1|EOH1|OH2|174|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/arseneault-nicolas-ayeni-alafia-ldDM0JFa/#ah;2;1.50;1","1.5","1.45","2.64","","","","","","","1.45","2.64","","","","","","",""
"FSM","0000011","20250701|143417","20250630_2080704_099316_046474","R04_0_CAN_M25 Laval","Arseneault","Ayeni","|K|0.423892|EK|G||OL1|2.39068|EOL1|OL2|1.8618|EOL2|OH1|1|EOH1|OH2|174|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/arseneault-nicolas-ayeni-alafia-ldDM0JFa/#ah;2;-1.50;1","-1.5","3.14","1.33","","","","","","","3.14","1.33","","","","","","",""
"FSM","0000011","20250701|143407","20250630_2080704_099316_046474","R04_0_CAN_M25 Laval","Arseneault","Ayeni","|K|0.423892|EK|G||OL1|2.39068|EOL1|OL2|1.8618|EOL2|OH1|1|EOH1|OH2|174|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/arseneault-nicolas-ayeni-alafia-ldDM0JFa/","","2.03","1.74","","","","","2.02","1.72","2.02","1.72","","","","","","",""
"FSM","0000012","20250701|143431","20250630_2080704_030954_099308","R04_0_CAN_M25 Laval","Langmo","Arseneault","|K|0.828257|EK|G||OL1|1.2947|EOL1|OL2|5.90579|EOL2|OH1|121|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/langmo-christian-arseneault-mikael-xWOxcyFO/#ah;2;-4.00;2","-4.0","1.51","2.42","","","","","","","1.51","2.42","","","","","","",""
"FSM","0000012","20250701|143430","20250630_2080704_030954_099308","R04_0_CAN_M25 Laval","Langmo","Arseneault","|K|0.828257|EK|G||OL1|1.2947|EOL1|OL2|5.90579|EOL2|OH1|121|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/langmo-christian-arseneault-mikael-xWOxcyFO/#ah;2;-4.50;2","-4.5","1.71","2.04","","","","","","","1.71","2.04","","","","","","",""
"FSM","0000012","20250701|143434","20250630_2080704_030954_099308","R04_0_CAN_M25 Laval","Langmo","Arseneault","|K|0.828257|EK|G||OL1|1.2947|EOL1|OL2|5.90579|EOL2|OH1|121|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/canada/itf-m25-laval-men/langmo-christian-arseneault-mikael-xWOxcyFO/#ah;2;1.50;1","1.5","1.06","7.87","","","","","","","1.06","7.87","","","","","","",""
