"CSV","0000079","20250717|102030","20250714_1636005_032023_007022","R05_1_ITA_W35 Torino","Zaar","Di Sarra","|K|0.674641|EK|G||OL1|1.59728|EOL1|OL2|3.15392|EOL2|OH1|2.086|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/italy/itf-w35-torino-women/zaar-lisa-di-sarra-federica-MRxOvfu3/#ah;2;-3.50;2","-3.5","1.74","2.02","","","","","","","1.74","2.02","","","","","","",""
"CSV","0000079","20250717|102032","20250714_1636005_032023_007022","R05_1_ITA_W35 Torino","Zaar","Di Sarra","|K|0.674641|EK|G||OL1|1.59728|EOL1|OL2|3.15392|EOL2|OH1|2.086|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/italy/itf-w35-torino-women/zaar-lisa-di-sarra-federica-MRxOvfu3/#ah;2;-4.50;2","-4.5","2.02","1.74","","","","","","","2.02","1.74","","","","","","",""
"CSV","0000079","20250717|102036","20250714_1636005_032023_007022","R05_1_ITA_W35 Torino","Zaar","Di Sarra","|K|0.674641|EK|G||OL1|1.59728|EOL1|OL2|3.15392|EOL2|OH1|2.086|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/italy/itf-w35-torino-women/zaar-lisa-di-sarra-federica-MRxOvfu3/#ah;2;1.50;1","1.5","1.18","4.46","","","","","","","1.18","4.46","","","","","","",""
"CSV","0000079","20250717|102034","20250714_1636005_032023_007022","R05_1_ITA_W35 Torino","Zaar","Di Sarra","|K|0.674641|EK|G||OL1|1.59728|EOL1|OL2|3.15392|EOL2|OH1|2.086|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/italy/itf-w35-torino-women/zaar-lisa-di-sarra-federica-MRxOvfu3/#ah;2;-1.50;1","-1.5","2.04","1.72","","","","","","","2.04","1.72","","","","","","",""
"CSV","0000079","20250717|102022","20250714_1636005_032023_007022","R05_1_ITA_W35 Torino","Zaar","Di Sarra","|K|0.674641|EK|G||OL1|1.59728|EOL1|OL2|3.15392|EOL2|OH1|2.086|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/italy/itf-w35-torino-women/zaar-lisa-di-sarra-federica-MRxOvfu3/","","1.42","2.75","","","","","1.41","2.7","1.41","2.7","","","","","","",""
"CSV","0000080","20250717|102050","20250714_1636105_040291_082563","R05_1_MAR_W35 Casablanca","Lene","Roura Llaverias","|K|0.537059|EK|G||OL1|2.00464|EOL1|OL2|2.32624|EOL2|OH1|2.618|EOH1|OH2|3.038|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/morocco/itf-w35-casablanca-women/lene-emma-roura-llaverias-ruth-QoxO0nrH/#ah;2;1.00;2","1.0","1.81","1.93","","","","","","","1.81","1.93","","","","","","",""
"CSV","0000080","20250717|102048","20250714_1636105_040291_082563","R05_1_MAR_W35 Casablanca","Lene","Roura Llaverias","|K|0.537059|EK|G||OL1|2.00464|EOL1|OL2|2.32624|EOL2|OH1|2.618|EOH1|OH2|3.038|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/morocco/itf-w35-casablanca-women/lene-emma-roura-llaverias-ruth-QoxO0nrH/#ah;2;0.50;2","0.5","1.87","1.87","","","","","","","1.87","1.87","","","","","","",""
"CSV","0000080","20250717|102053","20250714_1636105_040291_082563","R05_1_MAR_W35 Casablanca","Lene","Roura Llaverias","|K|0.537059|EK|G||OL1|2.00464|EOL1|OL2|2.32624|EOL2|OH1|2.618|EOH1|OH2|3.038|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/morocco/itf-w35-casablanca-women/lene-emma-roura-llaverias-ruth-QoxO0nrH/#ah;2;1.50;1","1.5","1.42","2.75","","","","","","","1.42","2.75","","","","","","",""
"CSV","0000080","20250717|102052","20250714_1636105_040291_082563","R05_1_MAR_W35 Casablanca","Lene","Roura Llaverias","|K|0.537059|EK|G||OL1|2.00464|EOL1|OL2|2.32624|EOL2|OH1|2.618|EOH1|OH2|3.038|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/morocco/itf-w35-casablanca-women/lene-emma-roura-llaverias-ruth-QoxO0nrH/#ah;2;-1.50;1","-1.5","2.89","1.38","","","","","","","2.89","1.38","","","","","","",""
"CSV","0000080","20250717|102039","20250714_1636105_040291_082563","R05_1_MAR_W35 Casablanca","Lene","Roura Llaverias","|K|0.537059|EK|G||OL1|2.00464|EOL1|OL2|2.32624|EOL2|OH1|2.618|EOH1|OH2|3.038|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/morocco/itf-w35-casablanca-women/lene-emma-roura-llaverias-ruth-QoxO0nrH/","","1.93","1.82","","","","","","","1.85","1.75","","","","","","",""
