"DM","0000007","20250331|131337","20250331_2033104_117241_038055","R04_2_USA_US Men's Clay Court Championship - Houston","Barrientos/Bollipalli","Matos/Zormann Da Silva","|K|0.48713|EK|G||OL1|2.2454|EOL1|OL2|2.1255|EOL2|OH1|206|EOH1|OH2|195|EOH2|EG|NA||NAOL1|2.33604|ENAOL1|NAOL2|2.2113|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/atp-houston-doubles/barrientos-nicolas-bollipalli-rithvik-matos-rafael-zormann-da-silva-marcelo-lzrgEZZh/","","1.9","1.9","","","","","","","1.9","1.9","","","","","","",""
"FSM","0000008","20250331|131337","20250331_2058904_070491_075226","R04_0_ARG_M25 Chacabuco","De La Fuente","Hess","|K|0.708062|EK|G||OL1|1.5194|EOL1|OL2|3.47459|EOL2|OH1|142|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","","-","","","","","","","","","","","","","","","","","",""
"FSM","0000009","20250331|131337","20250331_2058904_090029_085012","R04_0_ARG_M25 Chacabuco","Estevez","Basel","|K|0.820129|EK|G||OL1|1.3054|EOL1|OL2|5.63228|EOL2|OH1|122|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","","-","","","","","","","","","","","","","","","","","",""
"FSM","0000010","20250331|131341","20250331_2058804_084236_068635","R04_0_ITA_M25 Santa Margherita di Pula","Den Ouden","Perfetti","|K|0.933172|EK|G||OL1|1.18|EOL1|OL2|15.1646|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/guy-den-ouden-perfetti-noah-bFvdkSIi/","","","","","","","","","","1.02","9.5","","","","","","",""
"FSM","0000011","20250331|131354","20250331_2058804_037047_071631","R04_0_ITA_M25 Santa Margherita di Pula","Juarez","La Vela","|K|0.614148|EK|G||OL1|1.7441|EOL1|OL2|2.6338|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/juarez-facundo-la-vela-giuseppe-WSx4m6m4/#ah;2;-2.50;2","-2.5","1.75","2.0","","","","","","","1.75","2.0","","","","","","",""
"FSM","0000011","20250331|131352","20250331_2058804_037047_071631","R04_0_ITA_M25 Santa Margherita di Pula","Juarez","La Vela","|K|0.614148|EK|G||OL1|1.7441|EOL1|OL2|2.6338|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/juarez-facundo-la-vela-giuseppe-WSx4m6m4/#ah;2;-3.50;2","-3.5","1.95","1.79","","","","","","","1.95","1.79","","","","","","",""
"FSM","0000011","20250331|131356","20250331_2058804_037047_071631","R04_0_ITA_M25 Santa Margherita di Pula","Juarez","La Vela","|K|0.614148|EK|G||OL1|1.7441|EOL1|OL2|2.6338|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/juarez-facundo-la-vela-giuseppe-WSx4m6m4/#ah;2;1.50;1","1.5","1.24","3.8","","","","","","","1.24","3.8","","","","","","",""
"FSM","0000011","20250331|131355","20250331_2058804_037047_071631","R04_0_ITA_M25 Santa Margherita di Pula","Juarez","La Vela","|K|0.614148|EK|G||OL1|1.7441|EOL1|OL2|2.6338|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/juarez-facundo-la-vela-giuseppe-WSx4m6m4/#ah;2;-1.50;1","-1.5","2.23","1.61","","","","","","","2.23","1.61","","","","","","",""
"FSM","0000011","20250331|131345","20250331_2058804_037047_071631","R04_0_ITA_M25 Santa Margherita di Pula","Juarez","La Vela","|K|0.614148|EK|G||OL1|1.7441|EOL1|OL2|2.6338|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/juarez-facundo-la-vela-giuseppe-WSx4m6m4/","","1.53","2.4","","","","","1.56","2.3","1.56","2.4","","","","","","",""
"FSM","0000012","20250331|131410","20250331_2058804_085763_092247","R04_0_ITA_M25 Santa Margherita di Pula","Pieri","Bondioli","|K|0.297231|EK|G||OL1|3.41381|EOL1|OL2|1.5301|EOL2|OH1|1|EOH1|OH2|143|EOH2|EG|NA|NOT|ENA|","AHG","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/pieri-samuele-bondioli-federico-hxIUY6YA/#ah;2;3.50;2","3.5","1.9","1.84","","","","","","","1.9","1.84","","","","","","",""
"FSM","0000012","20250331|131413","20250331_2058804_085763_092247","R04_0_ITA_M25 Santa Margherita di Pula","Pieri","Bondioli","|K|0.297231|EK|G||OL1|3.41381|EOL1|OL2|1.5301|EOL2|OH1|1|EOH1|OH2|143|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/pieri-samuele-bondioli-federico-hxIUY6YA/#ah;2;1.50;1","1.5","1.69","2.08","","","","","","","1.69","2.08","","","","","","",""
"FSM","0000012","20250331|131411","20250331_2058804_085763_092247","R04_0_ITA_M25 Santa Margherita di Pula","Pieri","Bondioli","|K|0.297231|EK|G||OL1|3.41381|EOL1|OL2|1.5301|EOL2|OH1|1|EOH1|OH2|143|EOH2|EG|NA|NOT|ENA|","AHS","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/pieri-samuele-bondioli-federico-hxIUY6YA/#ah;2;-1.50;1","-1.5","4.24","1.2","","","","","","","4.24","1.2","","","","","","",""
"FSM","0000012","20250331|131400","20250331_2058804_085763_092247","R04_0_ITA_M25 Santa Margherita di Pula","Pieri","Bondioli","|K|0.297231|EK|G||OL1|3.41381|EOL1|OL2|1.5301|EOL2|OH1|1|EOH1|OH2|143|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/italy/itf-m25-santa-margherita-di-pula-men/pieri-samuele-bondioli-federico-hxIUY6YA/","","2.55","1.48","","","","","2.6","1.45","2.68","1.48","","","","","","",""
