"SM","0000019","20250102|075842","20250101_2031009_067546_058327","R09_2_AUS_United Cup - Australia","Cobolli","Machac","|K|0.362209|EK|G||OL1|2.94313|EOL1|OL2|1.81335|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.03869|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/australia/atp-united-cup/cobolli-flavio-machac-tomas-fTAa1TiM/#ah;2;4.50;2","4.5","1.5","2.71","","","","","","","1.5","2.71","","","","","","",""
"SM","0000019","20250102|075840","20250101_2031009_067546_058327","R09_2_AUS_United Cup - Australia","Cobolli","Machac","|K|0.362209|EK|G||OL1|2.94313|EOL1|OL2|1.81335|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.03869|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/australia/atp-united-cup/cobolli-flavio-machac-tomas-fTAa1TiM/#ah;2;3.50;2","3.5","1.86","2.01","","","","","","","1.86","2.01","","","","","","",""
"SM","0000019","20250102|075844","20250101_2031009_067546_058327","R09_2_AUS_United Cup - Australia","Cobolli","Machac","|K|0.362209|EK|G||OL1|2.94313|EOL1|OL2|1.81335|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.03869|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/australia/atp-united-cup/cobolli-flavio-machac-tomas-fTAa1TiM/#ah;2;1.50;1","1.5","1.74","2.18","","","","","","","1.74","2.18","","","","","","",""
"SM","0000019","20250102|075843","20250101_2031009_067546_058327","R09_2_AUS_United Cup - Australia","Cobolli","Machac","|K|0.362209|EK|G||OL1|2.94313|EOL1|OL2|1.81335|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.03869|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/australia/atp-united-cup/cobolli-flavio-machac-tomas-fTAa1TiM/#ah;2;-1.50;1","-1.5","5.53","1.17","","","","","","","5.53","1.17","","","","","","",""
"SM","0000019","20250102|075833","20250101_2031009_067546_058327","R09_2_AUS_United Cup - Australia","Cobolli","Machac","|K|0.362209|EK|G||OL1|2.94313|EOL1|OL2|1.81335|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.03869|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/australia/atp-united-cup/cobolli-flavio-machac-tomas-fTAa1TiM/","","3.17","1.4","","","","","","","3.17","1.4","","","","","","",""
"SM","0000020","20250102|075855","20250101_2031209_028108_083135","R09_2_CHN_Hong Kong Tennis Open - Hong Kong","Muller","Fils","|K|0.220857|EK|G||OL1|4.81313|EOL1|OL2|1.48995|EOL2|OH1|1|EOH1|OH2|129|EOH2|EG|NA||NAOL1|4.96941|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/hong-kong/atp-hong-kong/muller-alexandre-arthur-fils-fyeKxJMk/#ah;2;4.50;2","4.5","1.68","2.29","","","","","","","1.68","2.29","","","","","","",""
"SM","0000020","20250102|075853","20250101_2031209_028108_083135","R09_2_CHN_Hong Kong Tennis Open - Hong Kong","Muller","Fils","|K|0.220857|EK|G||OL1|4.81313|EOL1|OL2|1.48995|EOL2|OH1|1|EOH1|OH2|129|EOH2|EG|NA||NAOL1|4.96941|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/hong-kong/atp-hong-kong/muller-alexandre-arthur-fils-fyeKxJMk/#ah;2;3.50;2","3.5","2.12","1.78","","","","","2.0","1.79","2.12","1.79","","","","","","",""
"SM","0000020","20250102|075858","20250101_2031209_028108_083135","R09_2_CHN_Hong Kong Tennis Open - Hong Kong","Muller","Fils","|K|0.220857|EK|G||OL1|4.81313|EOL1|OL2|1.48995|EOL2|OH1|1|EOH1|OH2|129|EOH2|EG|NA||NAOL1|4.96941|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/hong-kong/atp-hong-kong/muller-alexandre-arthur-fils-fyeKxJMk/#ah;2;1.50;1","1.5","1.92","1.95","","","","","1.87","1.91","1.92","1.95","","","","","","",""
"SM","0000020","20250102|075857","20250101_2031209_028108_083135","R09_2_CHN_Hong Kong Tennis Open - Hong Kong","Muller","Fils","|K|0.220857|EK|G||OL1|4.81313|EOL1|OL2|1.48995|EOL2|OH1|1|EOH1|OH2|129|EOH2|EG|NA||NAOL1|4.96941|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/hong-kong/atp-hong-kong/muller-alexandre-arthur-fils-fyeKxJMk/#ah;2;-1.50;1","-1.5","6.84","1.13","","","","","6.75","1.12","6.84","1.13","","","","","","",""
"SM","0000020","20250102|075848","20250101_2031209_028108_083135","R09_2_CHN_Hong Kong Tennis Open - Hong Kong","Muller","Fils","|K|0.220857|EK|G||OL1|4.81313|EOL1|OL2|1.48995|EOL2|OH1|1|EOH1|OH2|129|EOH2|EG|NA||NAOL1|4.96941|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/hong-kong/atp-hong-kong/muller-alexandre-arthur-fils-fyeKxJMk/","","3.65","1.32","","","","","3.5","1.3","3.65","1.32","","","","","","",""
