"CDM","0000001","20260309|175212","20260309_2150704_123528_126876","R04_1_CHI_Santiago Challenger","Cossu/Malla","Sanchez Izquierdo/Villanueva","|K|0.0918358|EK|G||OL1|11.086|EOL1|OL2|1.18|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|","GEW","https://www.oddsportal.com/tennis/chile/challenger-men-doubles-santiago/cossu-milledge-malla-bastian-sanchez-izquierdo-nikolas-villanueva-gonzalo-QJW9AzR6/","","","","","","","","","","9.06","1.04","","","","","","",""
"CDM","0000002","20260309|175220","20260309_2150704_126878_126879","R04_1_CHI_Santiago Challenger","Meligeni Alves/Soto","Cadenasso/Saraiva Dos Santos","|K|0.684232|EK|G||OL1|1.49793|EOL1|OL2|3.22706|EOL2|OH1|147|EOH1|OH2|1|EOH2|EG|","GEW","https://www.oddsportal.com/tennis/chile/challenger-men-doubles-santiago/meligeni-rodrigues-alves-felipe-soto-matias-cadenasso-gianluca-saraiva-dos-santos-paulo-andre-zoUlNDAC/","","","","","","","","","","1.39","2.8","","","","","","",""
"FSM","0000003","20260309|175234","20260309_2153804_092460_102670","R04_0_NZL_M25 Timaru","Adam-Gedge","Aguiard","|K|0.0036994|EK|G||OL1|284.106|EOL1|OL2|1.19|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/adam-gedge-zachary-aguiard-enzo-SMkpaLI0/#ah;2;7.50;2","7.5","","","","","","","","","1.59","2.21","","","","","","",""
"FSM","0000003","20260309|175236","20260309_2153804_092460_102670","R04_0_NZL_M25 Timaru","Adam-Gedge","Aguiard","|K|0.0036994|EK|G||OL1|284.106|EOL1|OL2|1.19|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/adam-gedge-zachary-aguiard-enzo-SMkpaLI0/#ah;2;6.50;2","6.5","","","","","","","","","2.34","1.54","","","","","","",""
"FSM","0000003","20260309|175237","20260309_2153804_092460_102670","R04_0_NZL_M25 Timaru","Adam-Gedge","Aguiard","|K|0.0036994|EK|G||OL1|284.106|EOL1|OL2|1.19|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/adam-gedge-zachary-aguiard-enzo-SMkpaLI0/#ah;2;1.50;1","1.5","","","","","","","","","4.71","1.17","","","","","","",""
"FSM","0000003","20260309|175228","20260309_2153804_092460_102670","R04_0_NZL_M25 Timaru","Adam-Gedge","Aguiard","|K|0.0036994|EK|G||OL1|284.106|EOL1|OL2|1.19|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|","GEW","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/adam-gedge-zachary-aguiard-enzo-SMkpaLI0/","","","","","","","","","","10.5","1.0","","","","","","",""
"FSM","0000004","20260309|175256","20260309_2153804_038846_068624","R04_0_NZL_M25 Timaru","Inui","Sach","|K|0.130572|EK|G||OL1|8.05066|EOL1|OL2|1.24236|EOL2|OH1|1|EOH1|OH2|116|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/inui-yuichiro-sach-tai-xzYPBb26/#ah;2;6.50;2","6.5","","","","","","","","","1.35","2.91","","","","","","",""
"FSM","0000004","20260309|175254","20260309_2153804_038846_068624","R04_0_NZL_M25 Timaru","Inui","Sach","|K|0.130572|EK|G||OL1|8.05066|EOL1|OL2|1.24236|EOL2|OH1|1|EOH1|OH2|116|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/inui-yuichiro-sach-tai-xzYPBb26/#ah;2;5.50;2","5.5","","","","","","","","","1.84","1.86","","","","","","",""
"FSM","0000004","20260309|175259","20260309_2153804_038846_068624","R04_0_NZL_M25 Timaru","Inui","Sach","|K|0.130572|EK|G||OL1|8.05066|EOL1|OL2|1.24236|EOL2|OH1|1|EOH1|OH2|116|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/inui-yuichiro-sach-tai-xzYPBb26/#ah;2;1.50;1","1.5","","","","","","","","","2.71","1.41","","","","","","",""
"FSM","0000004","20260309|175257","20260309_2153804_038846_068624","R04_0_NZL_M25 Timaru","Inui","Sach","|K|0.130572|EK|G||OL1|8.05066|EOL1|OL2|1.24236|EOL2|OH1|1|EOH1|OH2|116|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/new-zealand/itf-men-singles-m25-timaru/inui-yuichiro-sach-tai-xzYPBb26/#ah;2;-1.50;1","-1.5","","","","","","","","","8.58","1.06","","","","","","",""
