"FSM","0000013","20250125|083836","20250120_2042610_036114_071357","R10_0_TUN_M15 Monastir","Echargui","Cuenin","|K|0.629513|EK|G||OL1|1.7013|EOL1|OL2|2.7351|EOL2|OH1|159|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/tunisia/itf-m15-monastir-3-men/echargui-moez-cuenin-sean-Wl4EfgoT/","","","","","","","","","","1.62","2.24","","","","","","",""
"FSM","0000014","20250125|083852","20250120_2043010_010014_086619","R10_0_TUR_M15 Antalya","Basic","Piraino","|K|0.559522|EK|G||OL1|1.9153|EOL1|OL2|2.30964|EOL2|OH1|179|EOH1|OH2|228|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/turkey/itf-m15-antalya-3-men/basic-mirza-piraino-gabriele-Gp8l9TdT/","","","","","","","","","","1.55","2.25","","","","","","",""
"FSM","0000015","20250125|083903","20250120_2043010_056420_085862","R10_0_TUR_M15 Antalya","Krutykh","Feldbausch","|K|0.299957|EK|G||OL1|3.38342|EOL1|OL2|1.5301|EOL2|OH1|1|EOH1|OH2|143|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/turkey/itf-m15-antalya-3-men/krutykh-oleksii-feldbausch-kilian-SCacvIqB/","","","","","","","","","","2.52","1.5","","","","","","",""
"CSM","0000016","20250125|083928","20250120_2038710_083554_035323","R10_1_FRA_Quimper Challenger","Gueymard Wayenburg","Martineau","|K|0.537718|EK|G||OL1|2.00694|EOL1|OL2|2.31322|EOL2|OH1|2.604|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.9623|ENAOL1|NAOL2|2.4087|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/france/quimper-challenger-men/gueymard-wayenburg-sascha-martineau-matteo-rDiiIZWa/#ah;2;1.50;2","1.5","1.91","1.94","","","","","1.85","1.91","1.91","1.94","","","","","","",""
"CSM","0000016","20250125|083929","20250120_2038710_083554_035323","R10_1_FRA_Quimper Challenger","Gueymard Wayenburg","Martineau","|K|0.537718|EK|G||OL1|2.00694|EOL1|OL2|2.31322|EOL2|OH1|2.604|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.9623|ENAOL1|NAOL2|2.4087|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/france/quimper-challenger-men/gueymard-wayenburg-sascha-martineau-matteo-rDiiIZWa/#ah;2;0.50;2","0.5","2.1","1.78","","","","","","","2.1","1.78","","","","","","",""
"CSM","0000016","20250125|083933","20250120_2038710_083554_035323","R10_1_FRA_Quimper Challenger","Gueymard Wayenburg","Martineau","|K|0.537718|EK|G||OL1|2.00694|EOL1|OL2|2.31322|EOL2|OH1|2.604|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.9623|ENAOL1|NAOL2|2.4087|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/france/quimper-challenger-men/gueymard-wayenburg-sascha-martineau-matteo-rDiiIZWa/#ah;2;1.50;1","1.5","1.47","2.8","","","","","1.42","2.8","1.47","2.8","","","","","","",""
"CSM","0000016","20250125|083931","20250120_2038710_083554_035323","R10_1_FRA_Quimper Challenger","Gueymard Wayenburg","Martineau","|K|0.537718|EK|G||OL1|2.00694|EOL1|OL2|2.31322|EOL2|OH1|2.604|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.9623|ENAOL1|NAOL2|2.4087|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/france/quimper-challenger-men/gueymard-wayenburg-sascha-martineau-matteo-rDiiIZWa/#ah;2;-1.50;1","-1.5","3.92","1.28","","","","","3.75","1.26","3.92","1.28","","","","","","",""
"CSM","0000016","20250125|083919","20250120_2038710_083554_035323","R10_1_FRA_Quimper Challenger","Gueymard Wayenburg","Martineau","|K|0.537718|EK|G||OL1|2.00694|EOL1|OL2|2.31322|EOL2|OH1|2.604|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.9623|ENAOL1|NAOL2|2.4087|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/france/quimper-challenger-men/gueymard-wayenburg-sascha-martineau-matteo-rDiiIZWa/","","2.24","1.69","","","","","2.14","1.7","2.24","1.7","","","","","","",""
"CSM","0000017","20250125|083944","20250120_2038610_088766_087283","R10_1_POR_Oeiras 3 Challenger","Blockx","Lajal","|K|0.541902|EK|G||OL1|1.99615|EOL1|OL2|2.33454|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.95175|ENAOL1|NAOL2|2.4309|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/portugal/oeiras-5-challenger-men/blockx-alexander-lajal-mark-f9WhDmk3/#ah;2;-0.50;2","-0.5","1.86","1.99","","","","","","","1.86","1.99","","","","","","",""
"CSM","0000017","20250125|083950","20250120_2038610_088766_087283","R10_1_POR_Oeiras 3 Challenger","Blockx","Lajal","|K|0.541902|EK|G||OL1|1.99615|EOL1|OL2|2.33454|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.95175|ENAOL1|NAOL2|2.4309|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/portugal/oeiras-5-challenger-men/blockx-alexander-lajal-mark-f9WhDmk3/#ah;2;1.50;1","1.5","1.35","3.36","","","","","1.29","3.5","1.35","3.5","","","","","","",""
"CSM","0000017","20250125|083948","20250120_2038610_088766_087283","R10_1_POR_Oeiras 3 Challenger","Blockx","Lajal","|K|0.541902|EK|G||OL1|1.99615|EOL1|OL2|2.33454|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.95175|ENAOL1|NAOL2|2.4309|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/portugal/oeiras-5-challenger-men/blockx-alexander-lajal-mark-f9WhDmk3/#ah;2;-1.50;1","-1.5","2.94","1.43","","","","","2.8","1.41","2.94","1.43","","","","","","",""
"CSM","0000017","20250125|083936","20250120_2038610_088766_087283","R10_1_POR_Oeiras 3 Challenger","Blockx","Lajal","|K|0.541902|EK|G||OL1|1.99615|EOL1|OL2|2.33454|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.95175|ENAOL1|NAOL2|2.4309|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/portugal/oeiras-5-challenger-men/blockx-alexander-lajal-mark-f9WhDmk3/","","1.8","2.07","","","","","1.73","2.06","1.82","2.07","","","","","","",""
"CSM","0000018","20250125|083958","20250120_2038610_039043_053532","R10_1_POR_Oeiras 3 Challenger","Galarneau","Draxl","|K|0.439087|EK|G||OL1|2.43048|EOL1|OL2|1.93141|EOL2|OH1|1|EOH1|OH2|2.506|EOH2|EG|NA||NAOL1|2.5308|ENAOL1|NAOL2|1.88845|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/portugal/oeiras-5-challenger-men/galarneau-alexis-draxl-liam-Ma4k0cHi/#ah;2;1.50;2","1.5","1.82","2.06","","","","","1.88","1.88","1.88","2.06","","","","","","",""
