"FSM","0000001","20241016|121329","20241014_2015004_062752_062404","R04_0_USA_M15 Winston-Salem","Bruce","Mccormick","|K|0.260346|EK|G||OL1|3.9424|EOL1|OL2|1.44704|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1252.9|1252.9|113.956|113.956|AH-3.5|816.553|816.553|113.956|113.956|AH-3|816.553|816.553|116.736|116.736|AH-2.5|697.504|697.504|116.736|116.736|AH-2|697.504|697.504|119.976|119.976|AH-1.5|600.589|600.589|119.976|119.976||AH1.5|413.638|413.638|131.884|131.884|AH2|413.638|413.638|140.275|140.275|AH2.5|348.295|348.295|140.275|140.275|AH3|348.295|348.295|159.488|159.488|AH3.5|268.101|268.101|159.488|159.488|AH4|268.101|268.101|192.287|192.287|AH4.5|208.357|208.357|192.287|192.287|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/itf-m15-winston-salem-nc-men/bruce-connor-mccormick-tristan-fL6oOGb5/","","","","2.95","1.35","","","","","2.95","1.36","","","","","","",""
"FSM","0000002","20241016|121339","20241014_2013804_073399_098601","R04_0_USA_M25 Harlingen","Kodat","Roddick","|K|0.875746|EK|G||OL1|1.2236|EOL1|OL2|8.2432|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|168.113|168.113|335.632|335.632|AH-3.5|142.439|142.439|335.632|335.632|AH-3|142.439|142.439|433.155|433.155|AH-2.5|130.016|130.016|433.155|433.155|AH-2|130.016|130.016|531.839|531.839|AH-1.5|123.157|123.157|531.839|531.839||AH1.5|113.378|113.378|847.491|847.491|AH2|113.378|113.378|1002.55|1002.55|AH2.5|111.08|111.08|1002.55|1002.55|AH3|111.08|111.08|1281.47|1281.47|AH3.5|108.464|108.464|1281.47|1281.47|AH4|108.464|108.464|1790.36|1790.36|AH4.5|105.916|105.916|1790.36|1790.36|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/itf-m25-harlingen-tx-men/kodat-toby-alex-roddick-jerry-KdcT3hCc/","","","","1.14","4.9","","","","","1.14","4.95","","","","","","",""
"SM","0000003","20241016|121353","20241014_1941305_018736_028170","R05_2_BEL_European Open - Antwerp","Giron","Rinderknech","|K|0.504953|EK|G||OL1|2.189|EOL1|OL2|2.22285|EOL2|OH1|2.8855|EOH1|OH2|2.7811|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.22691|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.619|11.456|1.249|1.66|AH-5|8.619|11.456|1.406|1.869|AH-4|4.867|6.469|1.658|2.204|AH-3.5|3.189|4.238|1.658|2.204|AH-3|3.189|4.238|1.903|2.53|AH-2.5|2.556|3.397|1.903|2.53|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.677|2.223|3.146|4.17|AH3|1.677|2.223|4.243|5.623|AH3.5|1.474|1.954|4.243|5.623|AH4|1.474|1.954|6.395|8.476|AH4.5|1.32|1.749|6.395|8.476|AH5|1.32|1.749|12.33|16.342|AH5.5|1.201|1.591|12.33|16.342||EAH||AHS||K-1.5|3.36321|7|1.55941|7|EK-1.5||K21|5.22158|7|5.2372|7|EK21||K1.5|1.52|7|4.11788|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/giron-marcos-rinderknech-arthur-QuLzFEAU/#ah;2;0.50;2","0.5","1.84","2.04","","","","","","","1.84","2.04","","","","","","",""
"SM","0000003","20241016|121351","20241014_1941305_018736_028170","R05_2_BEL_European Open - Antwerp","Giron","Rinderknech","|K|0.504953|EK|G||OL1|2.189|EOL1|OL2|2.22285|EOL2|OH1|2.8855|EOH1|OH2|2.7811|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.22691|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.619|11.456|1.249|1.66|AH-5|8.619|11.456|1.406|1.869|AH-4|4.867|6.469|1.658|2.204|AH-3.5|3.189|4.238|1.658|2.204|AH-3|3.189|4.238|1.903|2.53|AH-2.5|2.556|3.397|1.903|2.53|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.677|2.223|3.146|4.17|AH3|1.677|2.223|4.243|5.623|AH3.5|1.474|1.954|4.243|5.623|AH4|1.474|1.954|6.395|8.476|AH4.5|1.32|1.749|6.395|8.476|AH5|1.32|1.749|12.33|16.342|AH5.5|1.201|1.591|12.33|16.342||EAH||AHS||K-1.5|3.36321|7|1.55941|7|EK-1.5||K21|5.22158|7|5.2372|7|EK21||K1.5|1.52|7|4.11788|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/giron-marcos-rinderknech-arthur-QuLzFEAU/#ah;2;-0.50;2","-0.5","1.99","1.88","","","","","","","1.99","1.88","","","","","","",""
"SM","0000003","20241016|121357","20241014_1941305_018736_028170","R05_2_BEL_European Open - Antwerp","Giron","Rinderknech","|K|0.504953|EK|G||OL1|2.189|EOL1|OL2|2.22285|EOL2|OH1|2.8855|EOH1|OH2|2.7811|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.22691|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.619|11.456|1.249|1.66|AH-5|8.619|11.456|1.406|1.869|AH-4|4.867|6.469|1.658|2.204|AH-3.5|3.189|4.238|1.658|2.204|AH-3|3.189|4.238|1.903|2.53|AH-2.5|2.556|3.397|1.903|2.53|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.677|2.223|3.146|4.17|AH3|1.677|2.223|4.243|5.623|AH3.5|1.474|1.954|4.243|5.623|AH4|1.474|1.954|6.395|8.476|AH4.5|1.32|1.749|6.395|8.476|AH5|1.32|1.749|12.33|16.342|AH5.5|1.201|1.591|12.33|16.342||EAH||AHS||K-1.5|3.36321|7|1.55941|7|EK-1.5||K21|5.22158|7|5.2372|7|EK21||K1.5|1.52|7|4.11788|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/belgium/atp-antwerp/giron-marcos-rinderknech-arthur-QuLzFEAU/#ah;2;1.50;1","1.5","1.37","3.28","1.33","3.05","","","1.32","3.4","1.37","3.4","","","","","","",""
"SM","0000003","20241016|121355","20241014_1941305_018736_028170","R05_2_BEL_European Open - Antwerp","Giron","Rinderknech","|K|0.504953|EK|G||OL1|2.189|EOL1|OL2|2.22285|EOL2|OH1|2.8855|EOH1|OH2|2.7811|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.22691|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.619|11.456|1.249|1.66|AH-5|8.619|11.456|1.406|1.869|AH-4|4.867|6.469|1.658|2.204|AH-3.5|3.189|4.238|1.658|2.204|AH-3|3.189|4.238|1.903|2.53|AH-2.5|2.556|3.397|1.903|2.53|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.677|2.223|3.146|4.17|AH3|1.677|2.223|4.243|5.623|AH3.5|1.474|1.954|4.243|5.623|AH4|1.474|1.954|6.395|8.476|AH4.5|1.32|1.749|6.395|8.476|AH5|1.32|1.749|12.33|16.342|AH5.5|1.201|1.591|12.33|16.342||EAH||AHS||K-1.5|3.36321|7|1.55941|7|EK-1.5||K21|5.22158|7|5.2372|7|EK21||K1.5|1.52|7|4.11788|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/belgium/atp-antwerp/giron-marcos-rinderknech-arthur-QuLzFEAU/#ah;2;-1.50;1","-1.5","3.18","1.39","2.95","1.35","","","3.1","1.37","3.18","1.39","","","","","","",""
"SM","0000003","20241016|121343","20241014_1941305_018736_028170","R05_2_BEL_European Open - Antwerp","Giron","Rinderknech","|K|0.504953|EK|G||OL1|2.189|EOL1|OL2|2.22285|EOL2|OH1|2.8855|EOH1|OH2|2.7811|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.22691|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.619|11.456|1.249|1.66|AH-5|8.619|11.456|1.406|1.869|AH-4|4.867|6.469|1.658|2.204|AH-3.5|3.189|4.238|1.658|2.204|AH-3|3.189|4.238|1.903|2.53|AH-2.5|2.556|3.397|1.903|2.53|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.677|2.223|3.146|4.17|AH3|1.677|2.223|4.243|5.623|AH3.5|1.474|1.954|4.243|5.623|AH4|1.474|1.954|6.395|8.476|AH4.5|1.32|1.749|6.395|8.476|AH5|1.32|1.749|12.33|16.342|AH5.5|1.201|1.591|12.33|16.342||EAH||AHS||K-1.5|3.36321|7|1.55941|7|EK-1.5||K21|5.22158|7|5.2372|7|EK21||K1.5|1.52|7|4.11788|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/belgium/atp-antwerp/giron-marcos-rinderknech-arthur-QuLzFEAU/","","1.96","1.93","1.87","1.83","","","1.84","1.97","1.96","1.97","","","","","","",""
"SM","0000004","20241016|121406","20241014_1941305_036858_030470","R05_2_BEL_European Open - Antwerp","Seyboth Wild","Tsitsipas","|K|0.222921|EK|G||OL1|4.91655|EOL1|OL2|1.419|EOL2|OH1|1|EOH1|OH2|1.8705|EOH2|EG|NA||NAOL1|4.92553|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|917.868|1219.9|1.092|1.452|AH-5|917.868|1219.9|1.122|1.492|AH-4|39.065|51.92|1.219|1.619|AH-3.5|10.424|13.855|1.219|1.619|AH-3|10.424|13.855|1.305|1.734|AH-2.5|6.662|8.854|1.305|1.734|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.966|3.932|1.733|2.297|AH3|2.966|3.932|2.067|2.739|AH3.5|2.324|3.081|2.067|2.739|AH4|2.324|3.081|2.761|3.66|AH4.5|1.812|2.402|2.761|3.66|AH5|1.812|2.402|4.377|5.801|AH5.5|1.459|1.933|4.377|5.801||EAH||AHS||K-1.5|13.4536|1|1.52|1|EK-1.5||K21|8.67484|1|4.12597|7|EK21||K1.5|2.28991|7|2.06381|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/seyboth-wild-thiago-tsitsipas-stefanos-WC6eie1n/#ah;2;4.50;2","4.5","1.66","2.32","1.58","2.23","","","1.61","2.25","1.66","2.32","","","","","","",""
"SM","0000004","20241016|121408","20241014_1941305_036858_030470","R05_2_BEL_European Open - Antwerp","Seyboth Wild","Tsitsipas","|K|0.222921|EK|G||OL1|4.91655|EOL1|OL2|1.419|EOL2|OH1|1|EOH1|OH2|1.8705|EOH2|EG|NA||NAOL1|4.92553|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|917.868|1219.9|1.092|1.452|AH-5|917.868|1219.9|1.122|1.492|AH-4|39.065|51.92|1.219|1.619|AH-3.5|10.424|13.855|1.219|1.619|AH-3|10.424|13.855|1.305|1.734|AH-2.5|6.662|8.854|1.305|1.734|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.966|3.932|1.733|2.297|AH3|2.966|3.932|2.067|2.739|AH3.5|2.324|3.081|2.067|2.739|AH4|2.324|3.081|2.761|3.66|AH4.5|1.812|2.402|2.761|3.66|AH5|1.812|2.402|4.377|5.801|AH5.5|1.459|1.933|4.377|5.801||EAH||AHS||K-1.5|13.4536|1|1.52|1|EK-1.5||K21|8.67484|1|4.12597|7|EK21||K1.5|2.28991|7|2.06381|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/seyboth-wild-thiago-tsitsipas-stefanos-WC6eie1n/#ah;2;3.50;2","3.5","2.19","1.73","2.08","1.66","","","","","2.19","1.73","","","","","","",""
"SM","0000004","20241016|121412","20241014_1941305_036858_030470","R05_2_BEL_European Open - Antwerp","Seyboth Wild","Tsitsipas","|K|0.222921|EK|G||OL1|4.91655|EOL1|OL2|1.419|EOL2|OH1|1|EOH1|OH2|1.8705|EOH2|EG|NA||NAOL1|4.92553|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|917.868|1219.9|1.092|1.452|AH-5|917.868|1219.9|1.122|1.492|AH-4|39.065|51.92|1.219|1.619|AH-3.5|10.424|13.855|1.219|1.619|AH-3|10.424|13.855|1.305|1.734|AH-2.5|6.662|8.854|1.305|1.734|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.966|3.932|1.733|2.297|AH3|2.966|3.932|2.067|2.739|AH3.5|2.324|3.081|2.067|2.739|AH4|2.324|3.081|2.761|3.66|AH4.5|1.812|2.402|2.761|3.66|AH5|1.812|2.402|4.377|5.801|AH5.5|1.459|1.933|4.377|5.801||EAH||AHS||K-1.5|13.4536|1|1.52|1|EK-1.5||K21|8.67484|1|4.12597|7|EK21||K1.5|2.28991|7|2.06381|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/belgium/atp-antwerp/seyboth-wild-thiago-tsitsipas-stefanos-WC6eie1n/#ah;2;1.50;1","1.5","2.23","1.71","2.12","1.64","","","2.04","1.76","2.23","1.76","","","","","","",""
"SM","0000004","20241016|121410","20241014_1941305_036858_030470","R05_2_BEL_European Open - Antwerp","Seyboth Wild","Tsitsipas","|K|0.222921|EK|G||OL1|4.91655|EOL1|OL2|1.419|EOL2|OH1|1|EOH1|OH2|1.8705|EOH2|EG|NA||NAOL1|4.92553|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|917.868|1219.9|1.092|1.452|AH-5|917.868|1219.9|1.122|1.492|AH-4|39.065|51.92|1.219|1.619|AH-3.5|10.424|13.855|1.219|1.619|AH-3|10.424|13.855|1.305|1.734|AH-2.5|6.662|8.854|1.305|1.734|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.966|3.932|1.733|2.297|AH3|2.966|3.932|2.067|2.739|AH3.5|2.324|3.081|2.067|2.739|AH4|2.324|3.081|2.761|3.66|AH4.5|1.812|2.402|2.761|3.66|AH5|1.812|2.402|4.377|5.801|AH5.5|1.459|1.933|4.377|5.801||EAH||AHS||K-1.5|13.4536|1|1.52|1|EK-1.5||K21|8.67484|1|4.12597|7|EK21||K1.5|2.28991|7|2.06381|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/belgium/atp-antwerp/seyboth-wild-thiago-tsitsipas-stefanos-WC6eie1n/#ah;2;-1.50;1","-1.5","8.58","1.09","6.9","1.07","","","8.0","1.09","8.58","1.09","","","","","","",""
"SM","0000004","20241016|121401","20241014_1941305_036858_030470","R05_2_BEL_European Open - Antwerp","Seyboth Wild","Tsitsipas","|K|0.222921|EK|G||OL1|4.91655|EOL1|OL2|1.419|EOL2|OH1|1|EOH1|OH2|1.8705|EOH2|EG|NA||NAOL1|4.92553|ENAOL1|NAOL2|1.4319|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|917.868|1219.9|1.092|1.452|AH-5|917.868|1219.9|1.122|1.492|AH-4|39.065|51.92|1.219|1.619|AH-3.5|10.424|13.855|1.219|1.619|AH-3|10.424|13.855|1.305|1.734|AH-2.5|6.662|8.854|1.305|1.734|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.966|3.932|1.733|2.297|AH3|2.966|3.932|2.067|2.739|AH3.5|2.324|3.081|2.067|2.739|AH4|2.324|3.081|2.761|3.66|AH4.5|1.812|2.402|2.761|3.66|AH5|1.812|2.402|4.377|5.801|AH5.5|1.459|1.933|4.377|5.801||EAH||AHS||K-1.5|13.4536|1|1.52|1|EK-1.5||K21|8.67484|1|4.12597|7|EK21||K1.5|2.28991|7|2.06381|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/belgium/atp-antwerp/seyboth-wild-thiago-tsitsipas-stefanos-WC6eie1n/","","4.76","1.22","4.15","1.19","","","4.1","1.24","4.82","1.24","","","","","","",""
