"FSM","0000007","20260327|173959","20260323_2158010_083696_117908","R10_0_IND_M15 Ahmedabad","Borg","Rathi","|K|0.812673|EK|G||OL1|1.32804|EOL1|OL2|5.61234|EOL2|OH1|124|EOH1|OH2|1|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/india/itf-men-singles-m15-ahmedabad/borg-leo-rathi-arjun-2T7mrPs1/#ah;2;-5.00;2","-5.0","","","","","","","","","1.55","2.34","","","","","","",""
"FSM","0000007","20260327|173957","20260323_2158010_083696_117908","R10_0_IND_M15 Ahmedabad","Borg","Rathi","|K|0.812673|EK|G||OL1|1.32804|EOL1|OL2|5.61234|EOL2|OH1|124|EOH1|OH2|1|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/india/itf-men-singles-m15-ahmedabad/borg-leo-rathi-arjun-2T7mrPs1/#ah;2;-5.50;2","-5.5","","","","","","","","","1.74","1.98","","","","","","",""
"FSM","0000007","20260327|174003","20260323_2158010_083696_117908","R10_0_IND_M15 Ahmedabad","Borg","Rathi","|K|0.812673|EK|G||OL1|1.32804|EOL1|OL2|5.61234|EOL2|OH1|124|EOH1|OH2|1|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/india/itf-men-singles-m15-ahmedabad/borg-leo-rathi-arjun-2T7mrPs1/#ah;2;1.50;1","1.5","","","","","","","","","1.06","8.43","","","","","","",""
"FSM","0000007","20260327|174001","20260323_2158010_083696_117908","R10_0_IND_M15 Ahmedabad","Borg","Rathi","|K|0.812673|EK|G||OL1|1.32804|EOL1|OL2|5.61234|EOL2|OH1|124|EOH1|OH2|1|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/india/itf-men-singles-m15-ahmedabad/borg-leo-rathi-arjun-2T7mrPs1/#ah;2;-1.50;1","-1.5","","","","","","","","","1.34","2.97","","","","","","",""
"FSM","0000007","20260327|173950","20260323_2158010_083696_117908","R10_0_IND_M15 Ahmedabad","Borg","Rathi","|K|0.812673|EK|G||OL1|1.32804|EOL1|OL2|5.61234|EOL2|OH1|124|EOH1|OH2|1|EOH2|EG|","GEW","https://www.oddsportal.com/tennis/india/itf-men-singles-m15-ahmedabad/borg-leo-rathi-arjun-2T7mrPs1/","","","","","","","","","","1.08","5.72","","","","","","",""
"FSM","0000008","20260327|174021","20260323_2157710_057721_036897","R10_0_JPN_M15 Tsukuba","Hazawa","Zhu","|K|0.530569|EK|G||OL1|2.02419|EOL1|OL2|2.24914|EOL2|OH1|189|EOH1|OH2|3.21|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/japan/itf-men-singles-m15-tsukuba/hazawa-shinji-zhu-evan-h0oTf2R6/#ah;2;-0.50;2","-0.5","","","","","","","","","1.74","1.96","","","","","","",""
"FSM","0000008","20260327|174020","20260323_2157710_057721_036897","R10_0_JPN_M15 Tsukuba","Hazawa","Zhu","|K|0.530569|EK|G||OL1|2.02419|EOL1|OL2|2.24914|EOL2|OH1|189|EOH1|OH2|3.21|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/japan/itf-men-singles-m15-tsukuba/hazawa-shinji-zhu-evan-h0oTf2R6/#ah;2;-1.00;2","-1.0","","","","","","","","","1.79","1.91","","","","","","",""
"FSM","0000008","20260327|174025","20260323_2157710_057721_036897","R10_0_JPN_M15 Tsukuba","Hazawa","Zhu","|K|0.530569|EK|G||OL1|2.02419|EOL1|OL2|2.24914|EOL2|OH1|189|EOH1|OH2|3.21|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/japan/itf-men-singles-m15-tsukuba/hazawa-shinji-zhu-evan-h0oTf2R6/#ah;2;1.50;1","1.5","","","","","","","","","1.3","3.21","","","","","","",""
"FSM","0000008","20260327|174023","20260323_2157710_057721_036897","R10_0_JPN_M15 Tsukuba","Hazawa","Zhu","|K|0.530569|EK|G||OL1|2.02419|EOL1|OL2|2.24914|EOL2|OH1|189|EOH1|OH2|3.21|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/japan/itf-men-singles-m15-tsukuba/hazawa-shinji-zhu-evan-h0oTf2R6/#ah;2;-1.50;1","-1.5","","","","","","","","","2.6","1.45","","","","","","",""
"FSM","0000008","20260327|174011","20260323_2157710_057721_036897","R10_0_JPN_M15 Tsukuba","Hazawa","Zhu","|K|0.530569|EK|G||OL1|2.02419|EOL1|OL2|2.24914|EOL2|OH1|189|EOH1|OH2|3.21|EOH2|EG|","GEW","https://www.oddsportal.com/tennis/japan/itf-men-singles-m15-tsukuba/hazawa-shinji-zhu-evan-h0oTf2R6/","","","","","","","","","","1.66","1.97","","","","","","",""
