"FDM","0000001","20260226|084106","20260223_2146709_108573_126661","R09_0_CRC_M15 San Jose","Andre/Jadoun","Miguel Bolivar Idarraga/Carlos Fuentes Vasquez","","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000002","20260226|084106","20260223_2146709_126658_126519","R09_0_CRC_M15 San Jose","Blando/Papa","Baker/Suarez","|K|0.350969|EK|G||OL1|2.9982|EOL1|OL2|1.6027|EOL2|OH1|1|EOH1|OH2|155|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000003","20260226|084106","20260223_2146709_124261_126653","R09_0_CRC_M15 San Jose","Seeman/Strombachs","Hardt/Munoz","|K|0.755132|EK|G||OL1|1.37522|EOL1|OL2|4.30268|EOL2|OH1|133|EOH1|OH2|1|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000004","20260226|084106","20260223_2147109_126637_126665","R09_0_ESP_M15 Villena","Alam/Vasa","Lozano/Minguez Arenas","","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000005","20260226|084106","20260223_2146409_088519_105111","R09_0_POL_M25 Pszczyna","Hands/Wendelken","Bozemoj/Pel","|K|0.638652|EK|G||OL1|1.62338|EOL1|OL2|2.91404|EOL2|OH1|157|EOH1|OH2|4.709|EOH2|EG|","","-","","","","","","","","","","","","","","","","","",""
"FDM","0000006","20260226|084106","20260223_2146409_125048_126607","R09_0_POL_M25 Pszczyna","Kellovsky/Sels","Donald/Postolka","","","-","","","","","","","","","","","","","","","","","",""
