"FSM","0000055","20251118|083040","20251117_2123204_069536_010231","R04_0_POR_M25 Vale do Lobo","Torres","Elias","|K|0.204252|EK|G||OL1|4.9637|EOL1|OL2|1.3482|EOL2|OH1|1|EOH1|OH2|126|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/portugal/itf-m25-vale-do-lobo-3-men/torres-tiago-elias-gastao-EuEvGc1k/","","","","","","","","","","3.3","1.23","","","","","","",""
"FSM","0000056","20251118|083100","20251117_2123504_099980_061537","R04_0_TUR_M25 Antalya","Ivanov","Ionel","|K|0.513426|EK|G||OL1|2.0865|EOL1|OL2|2.2042|EOL2|OH1|1|EOH1|OH2|206|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/turkey/itf-m25-antalya-5-men/ivanov-ivan-2008-ionel-nicholas-david-faZrb4O6/","","","","","","","","","","1.58","2.04","","","","","","",""
"FSM","0000057","20251118|083119","20251117_2123504_071444_078053","R04_0_TUR_M25 Antalya","Zielinski","Cazacu","|K|0.624499|EK|G||OL1|1.7227|EOL1|OL2|2.70471|EOL2|OH1|161|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/turkey/itf-m25-antalya-5-men/zielinski-marcel-cazacu-dragos-nicolae-6XaiPtN5/","","","","","","","","","","1.44","2.36","","","","","","",""
"CSM","0000058","20251118|083150","20251117_2119104_087766_068981","R04_1_ESP_Montemar Challenger","Butvilas","Alcala Gurri","|K|0.576606|EK|G||OL1|1.87746|EOL1|OL2|2.52642|EOL2|OH1|2.436|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8357|ENAOL1|NAOL2|2.6307|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/butvilas-edas-alcala-gurri-max-KdNiAQPq/#ah;2;-2.50;2","-2.5","1.83","1.97","","","","","","","1.83","1.97","","","","","","",""
"CSM","0000058","20251118|083148","20251117_2119104_087766_068981","R04_1_ESP_Montemar Challenger","Butvilas","Alcala Gurri","|K|0.576606|EK|G||OL1|1.87746|EOL1|OL2|2.52642|EOL2|OH1|2.436|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8357|ENAOL1|NAOL2|2.6307|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/butvilas-edas-alcala-gurri-max-KdNiAQPq/#ah;2;-3.50;2","-3.5","2.08","1.75","","","","","","","2.08","1.75","","","","","","",""
"CSM","0000058","20251118|083153","20251117_2119104_087766_068981","R04_1_ESP_Montemar Challenger","Butvilas","Alcala Gurri","|K|0.576606|EK|G||OL1|1.87746|EOL1|OL2|2.52642|EOL2|OH1|2.436|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8357|ENAOL1|NAOL2|2.6307|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/butvilas-edas-alcala-gurri-max-KdNiAQPq/#ah;2;1.50;1","1.5","1.26","3.98","","","","","","","1.26","3.98","","","","","","",""
"CSM","0000058","20251118|083152","20251117_2119104_087766_068981","R04_1_ESP_Montemar Challenger","Butvilas","Alcala Gurri","|K|0.576606|EK|G||OL1|1.87746|EOL1|OL2|2.52642|EOL2|OH1|2.436|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8357|ENAOL1|NAOL2|2.6307|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/butvilas-edas-alcala-gurri-max-KdNiAQPq/#ah;2;-1.50;1","-1.5","2.39","1.59","","","","","","","2.39","1.59","","","","","","",""
"CSM","0000058","20251118|083140","20251117_2119104_087766_068981","R04_1_ESP_Montemar Challenger","Butvilas","Alcala Gurri","|K|0.576606|EK|G||OL1|1.87746|EOL1|OL2|2.52642|EOL2|OH1|2.436|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8357|ENAOL1|NAOL2|2.6307|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/butvilas-edas-alcala-gurri-max-KdNiAQPq/","","1.6","2.37","","","","","","","1.54","2.28","","","","","","",""
"CSM","0000059","20251118|083201","20251117_2119104_053726_092247","R04_1_ESP_Montemar Challenger","Cretu","Bondioli","|K|0.576593|EK|G||OL1|1.87746|EOL1|OL2|2.52642|EOL2|OH1|1|EOH1|OH2|237|EOH2|EG|NA||NAOL1|1.8357|ENAOL1|NAOL2|2.6307|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/cretu-cezar-bondioli-federico-KnjyLCOF/","","","","","","","","","","1.56","2.22","","","","","","",""
"CSM","0000060","20251118|083228","20251117_2119104_091530_047259","R04_1_ESP_Montemar Challenger","Gulin","Tabur","|K|0.265238|EK|G||OL1|4.02948|EOL1|OL2|1.47823|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.1958|ENAOL1|NAOL2|1.44535|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/svyatoslav-gulin-tabur-clement-SbrDH8X9/#ah;2;4.50;2","4.5","1.58","2.37","","","","","","","1.58","2.37","","","","","","",""
"CSM","0000060","20251118|083226","20251117_2119104_091530_047259","R04_1_ESP_Montemar Challenger","Gulin","Tabur","|K|0.265238|EK|G||OL1|4.02948|EOL1|OL2|1.47823|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.1958|ENAOL1|NAOL2|1.44535|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/svyatoslav-gulin-tabur-clement-SbrDH8X9/#ah;2;3.50;2","3.5","1.85","1.96","","","","","","","1.85","1.96","","","","","","",""
"CSM","0000060","20251118|083231","20251117_2119104_091530_047259","R04_1_ESP_Montemar Challenger","Gulin","Tabur","|K|0.265238|EK|G||OL1|4.02948|EOL1|OL2|1.47823|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.1958|ENAOL1|NAOL2|1.44535|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/svyatoslav-gulin-tabur-clement-SbrDH8X9/#ah;2;1.50;1","1.5","1.64","2.29","","","","","","","1.64","2.29","","","","","","",""
"CSM","0000060","20251118|083229","20251117_2119104_091530_047259","R04_1_ESP_Montemar Challenger","Gulin","Tabur","|K|0.265238|EK|G||OL1|4.02948|EOL1|OL2|1.47823|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.1958|ENAOL1|NAOL2|1.44535|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/svyatoslav-gulin-tabur-clement-SbrDH8X9/#ah;2;-1.50;1","-1.5","4.26","1.23","","","","","","","4.26","1.23","","","","","","",""
"CSM","0000060","20251118|083221","20251117_2119104_091530_047259","R04_1_ESP_Montemar Challenger","Gulin","Tabur","|K|0.265238|EK|G||OL1|4.02948|EOL1|OL2|1.47823|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.1958|ENAOL1|NAOL2|1.44535|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/montemar-challenger-men/svyatoslav-gulin-tabur-clement-SbrDH8X9/","","2.68","1.48","","","","","","","2.57","1.42","","","","","","",""
